id,version,version2,CHG,ROC,RDT,RSD,OPR,RON,SFI,MRD,MFR,MPN,SER,RRC,FFC,FFI,FCR,FAC,FBC,FHS,REM,INT,SHL,RFI,SAC,MFR3,AMC,MFN,ASE,REG,AIN,TRF,OTT,OPC,check,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,QFA,Meggitt SA,350324888,11/2/17,S3960,241-298-002-011,AF34358,U,FT,NI,CR,CM,CB,HW,* For test and/or repair IAW applicable CMM/OEM * Removal reason: Engine #1 and Engine #2 vibration monitors nil   indication present * This component has been identified as a poor performer (Rogue unit or   short runner) * Shop report must include status for SB 298-77-008 and 298- 77-011 * A/C reg: VH-VZL    A/C type: 737-838    A/C tail: 34194 * TSN: 17487    CSN: 9709 * No PMA/EPA parts    -    No DER/DOA design repairs * * EASA + FAA,Service Rep EVM298  Seal ok. No major physical damages at reception. Display blank noticed at reception. The unit does not power-up due to defective power supply module. Power supply module must be repaired. Algo 3 software must be loaded via SB 298-77-008 Rev.1 Jan 08/15. Update of DSP configuration table must be loaded via SB 298-77-011 Rev.1 Jan 08/15.,R2,1,,81205,737,Boeing,800,VH-VZL,34194,N,17487,9709,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,ICV,Meggitt SA,350325151,11/6/17,S3960,241-280-053-013,AA72472,U,NT,NA,NA,NA,NA,NA,* For warranty claim - AVM signal conditioner engines 1 <(>& <)> 2 fail msg   77111 history item. * A/C: LX-YCV    TSN: 62205:59    CSN: 12179    PMA: No Quote: Yes * PO amount: No    PBH: No    PFR: No * EASA + FAA,Seal(s) ok and Acceptable  use  damage  has been noticed. Fault 1/Rev Loss E1 found in memory Self test is pass. Unit works within specifications. No fault found.,R2,1,,81205,747,BOEING,400F,LX-YCV,35805,N,62205,12179,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,THY,Meggitt SA,350325998,11/13/17,S3960,241-298-002-015,AJ27703,U,NT,NA,NA,NA,NA,NA,"* For test and repair * Removal reason: failure     --    Visually inspected, no external damage * Apply:     -1 Poweplant Eng *            -2 CFM56-7B CESM 0013, rev 03, 30.10.2009 * A/C reg: TC-JHS    A/C series: B737-800    TSN: 20810 CSN: 7501 * * EASA + FAA",Seal(s) ok and Acceptable  use  damage  has been noticed. External failure (N2 Tacho loss E1) found in memory. Self test is pass. Unit works within specifications. No fault found.,R2,1,,81205,737,Boeing,800,TC-JHS,40991,O,20810,7501,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,CPA,Meggitt SA,350329990,12/18/17,S3960,40-618-14,1081,U,FT,NI,NC,NA,NA,HW,* For repair * Removal Code: DR Defect Rectification * Removal reason: Removed as serviceable from a with draww from service   aricraft * Failure code: OL Outside Limit - worn/ops/px/R * A/C reg: B-HOU    TSN: 29601:14    CSN: 6759.00 * * EASA + FAA,"No external damage noticed at reception. Tape assembly (PNR 40-618-1104) found broken and must be replaced. After tape replacement, calibration will be performed. Packing preformed into backpanel found broken and will be replaced. Warranty not applicable.",R2,1,,81205,747,Boeing,400BCF,B-HOU,24925,N,29621,6759,2,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,FDB,Meggitt SA,350325990,11/13/17,S3960,241-298-002-015,AF70288,U,NT,NA,NA,NA,NA,NA,* For test and repair * Removal reason: Ref engine #1 high vib. Engine #1 AEVM bite test and   fault history read out and T/S accordingly. * A/C reg: A6-FDU    TSN: 26254    CSN: 11367 * * EASA + FAA,Seal(s) ok and Acceptable  use  damage  has been noticed. External fault (N2 Tacho Loss E1) found in memory. Self test is pass. Unit works within specifications. No fault found. Update of the Digital Signal Processor Configuration Table IAW SB 298- 77-011 rev.1 date of issue Jan 08/15,R2,1,,81205,737,Boeing,800,A6-FDU,40249,N,26254,11367,,
R2009.1,1,2,N,95411,1/1/17,1/5/18,ZZZZZ,Meggitt SA,350323015,10/23/17,95411,6672M852,AD67,U,FT,IN,NA,NA,NA,NA,"* For test * Please test and recertify. * Functional test and repair acc. to latest Manufacturers` Documents. If   quotation is requested, please do not repair prior to formal approval. * End user: LHT-Pool * TT Fly time: N/A    Cycle: N/A * Quote: no    New part warranty: no    PMA allowed: yes * * EASA + FAA",Subcontracted to MOC,R3,0,IRTR,81205,UNK,Boeing,UNK,UNK,UNK,,,,3,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,UAE,Meggitt SA,350325744,11/9/17,S3960,241-322-008-022,AD75670,U,NT,NA,NA,NA,NA,NA,* For repair * Removal reason: ETS request: Due L-Eng vib spike * Removal comment AT ETS request replace L eng vib mon unit * A/C reg: A6-ECY        TSN: 32623:36        CSN: 6375.00 * * EASA + FAA,"Service Rep EVM322 Seal ok, no major damage was notified at reception. Fault in memory checked. Unit works within specification. No fault found.",R2,1,,81205,777,Boeing,300ER,A6-ECY,35595,N,32623,6375,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,CCA,Meggitt SA,350322336,10/18/17,S3960,241-298-002-015,AG08176,U,FT,NI,CR,CM,CB,HW,* For test and inspection * A/C reg: B-2642 * No PMA            No DER * * EASA + FAA + TCCA + CAAC,"Seal(s) ok and Acceptable  use  damage  has been noticed. No failure found in memory. Self test is pass. VAFM Power supply is defective, PSM must be replaced",R2,1,,81205,737,Boeing,800,B-2642,29877,,,,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,FDB,Meggitt SA,350321295,10/10/17,S3960,241-298-002-015,AL32251,U,NT,NA,NA,NA,NA,NA,* For warranty repair - #1 engine vib indicator blank self test not   passed. Test in progress showing all time. * A/C: A6-FEY    TSN: 9829    CSN: 3730    PMA: No    Quote: Yes * PO amount: No    PBH: No    PFR: No * EASA + FAA,"Seal ok. No major physical damages noticed. Algo 3 in memory at reception. Failure ""20h"" in memory at reception. Self test is PASS. This fault could not be reproduced in our shop. Unit tested under thermal stress. SB 298-77-008 Rev.1 Jan 08/15 checked, already applied at reception. SB 298-77-011 Rev.1 Jan 08/15 checked, already applied at reception. Internal visual inspection performed. Unit works within specifications. No Faults found.",R2,1,,81205,737,BOEING,800,A6-FEY,40274,N,9829,3730,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,FDX,Meggitt SA,350321511,10/11/17,S3960,241-322-008-022,AE83514,U,NT,NA,NA,NA,NA,NA,"* For inspection and repair as required * Unit has performance issues and history TSI 77 31-8066 * C/W Policy Sheet G77-31-101, dated 26.08.16 * ACN: 853    POS: P1 * TSN: 24002:58   CSN: 3688   DSN 2144   //  Total S.O. Value: 4694,00 USD * * EASA + FAA","Service Rep EVM322 Seal ok, no major damage was notified at reception. Fault in memory checked. Unit works within specification. No fault found. Policy Sheet G77-31-101.",R2,1,,81205,UNK,Boeing,,UNK,UNK,N,24002,3688,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,FDX,Meggitt SA,350322330,10/18/17,S3960,241-322-008-022,AE08554,U,NT,NA,NA,NA,NA,NA,"* For test and repair * removal reason: active fault on status page * Vendor Instructions: C/W Policy Sheet G77-31-10 dated 26.08.2016 * TSN: 22765:49    CSN: 3478    DSN: 1992    ACN: 884 POS: P1 * Total SO value: 4694,00 * * EASA + FAA","Service Rep EVM322 Seal ok, no major damage was notified at reception. Fault in memory checked. Unit works within specification. No fault found. Policy sheet G77-31-10.",R2,1,,81205,UNK,Boeing,,UNK,UNK,N,22765,3478,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,UTA,Meggitt SA,350326310,11/15/17,S3960,241-250-000-121,EA167,U,NT,NA,NA,NA,NA,NA,"* For test - If quotation is requested, please do not repair prior to   formal approval. * A/C: VQ-BPO    TSN: N/A    CSN: N/A    PMA: No    Quote: Yes * PO amount: No    PBH: No    PFR: No * EASA + FAA",Seal(s) ok and no major physical damage has been noticed. No failure found in memory. Self test is pass. Unit works within specifications. No fault found.,R2,1,,81205,737,BOEING,500,VQ-BPO,28903,,,,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,AFR,Meggitt SA,350326771,11/17/17,S3960,241-324-000-012,AE17263,U,NT,NA,NA,NA,NA,NA,"* For repair * Removal reason: Status engine V/B monitor L * A/C type: B777    A/C reg: A6-ETF * Modifications: * Editor: Vibro-Meter   Manual: CMM   ATA: 77-30-19   Rev: 02   Date JAN10 * Unit Repair Price (Valued PO): 1920,00 EUR * * EASA + FAA","Service Rep ARCC Seal ok, no major damage was notified at reception. Unit works within specfifcation. No fault found.",R2,1,,81205,777,Boeing,300ER,A6-ETF,39700,,,,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,KLM,Meggitt SA,350326606,11/17/17,S3960,241-251-000-121,EB337,U,NT,NA,NA,NA,NA,NA,"* For test and repair if necessary, IAW latest approved revision of CMM * Work to perform: Shopcheck (storage life expired) * TSN: 84174    CSN: 15691    No PMA    No DER * * EASA + FAA",Seal(s) ok and no major physical damage has been noticed. No failure found in memory. Self test is pass. Unit works within specifications. No fault found.,R2,1,,81205,UNK,Boeing,,UNK,UNK,N,84174,15691,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,NAX,Meggitt SA,350322132,10/17/17,S3960,241-298-002-015,AJ05471,U,NT,NA,NA,NA,NA,NA,* For test IAW the latest revision of the CMM/Applicable Maintenance Data * Removal cause: vibration eng no 1 between 1.9 and 2.6 during flight * A/C type: B737    A/C reg: LN-NIE    TSN: 15492    CSN: 10295 * * EASA + FAA + TCCA + CoC,"Seal(s) ok and no physical damage has been noticed. External unit failure ""N2 TACHO LOSS E1"" detected in memory at reception. Self test is pass. Unit works within specifications. No fault found.",R2,1,,81205,737,Boeing,800,LN-NIE,39435,N,15492,10295,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,RYR,Meggitt SA,350322310,10/17/17,S3960,241-298-002-015,AE51822,U,FT,NI,CR,NA,NA,HW,* For repair in accordance with the latest revision of the manufacturers   CMM * No deviations from this CMM workscope are permitted without prior   written approval by Ryanair * No vibration indication on Engine #1 and #2 * AVM Signal Condtioner replaced IAW AMM 77-31-03 rev 63 * A/C reg: EKY    TSN: 25829    CSN: 13801 * * EASA,"Seal(s) ok and no physical damage has been noticed. Power up failed, display stays blank. Unable to load software. Obsolete processing module is defect and will be replaced iaw SB298-77- 013 Rev.0 Date of issue Nov 07/13. ModRec3 will be replaced by ModRec 4+7. Unit was out of warranty.",R2,1,,81205,UNK,Boeing,,UNK,UNK,,,,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,ETD,Meggitt SA,350322904,10/20/17,S3960,241-322-008-022,AJ16901,U,NT,NA,NA,NA,NA,NA,"* For modification, repair * Work under contract terms and quote for added modifications.   Modifications: V 322-77-002    01 * Removed from 777 A6ETO on 06OCT17. Eng ""L"" vibration indication blank. * CMM 77-30-17    REV 02 * A/C: 777 * * EASA + FAA + CAAC","Service Rep EVM322 Seal ok, no major damage was notified at reception. Fault in memory checked. Unit works within specification. No fault found. SB 322-77-002 already applied.",R2,1,,81205,777,Boeing,300ER,A6-ETO,39690,,,,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,AJA,Meggitt SA,350321262,10/10/17,S3960,241-280-056-014,AA63099,U,NT,NA,NA,NA,NA,NA,* For repair - Fault 17 code observed. Visually inspected no external   damage. * PMA: No    Quote: Yes    PO amount: No    PBH: No    PFR: No * EASA + FAA * A/C: TC-SBR,Acceptable  use  damage  has been noticed. No seal at reception Failure Code 17 (DSO_ALERT_E1) detected in memory at reception but not confirmed in our shop during investigation. Self test is pass. Unit works within specifications. No fault found.,R2,1,,81205,737,BOEING,800,TC-SBR,32693,,,,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,BCS,Meggitt SA,350322430,10/18/17,S3960,6672M452,AG12,U,FT,NI,CR,CM,NA,HW,"* For repair * Removal reason: During Eng #1 EGR'S vibration indication blank. Rerack   successful. Due to vibration history, please replace left AVM * A/C reg: D-ALEH    A/C type: B757    A/C model: 200 SF * * EASA + FAA",Subcontrated to MOC,R3,0,IRTR,81205,757,Boeing,200SF,D-ALEH,23492,,,,2,
R2009.1,1,2,N,95411,1/1/17,1/5/18,UTA,Meggitt SA,350321901,10/13/17,95411,6672M201,CA98,U,FT,NA,NA,NA,NA,HW,* Test and repair acc to latest Manufacturer`s Documents * TT: N/A / TC: N/A * A/C: VQ-BAD * Quote: Yes / PMA: NO * no SB relevant * EASA / FAA,Subcontracted to MOC,R3,0,IRTR,81205,737,Boeing,500,VQ-BAD,27331,,,,3,
R2009.1,1,2,N,95411,1/1/17,1/5/18,ZZZZZ,Meggitt SA,350324035,10/27/17,95411,6672M452,AJ16,U,NT,NA,NA,NA,NA,NA,"* For warranty repair * N2 R ENG TACH LOSS. Free of charge warranty repair acc to latest   Manufacturer´s Documents. * End user: Lufthansa Technik Shenzhen Co., Ltd * TT    Fly time: N/A    Cycle: N/A * Quote: no    New part warranty: yes    PMA allowed: no * * EASA + FAA",No physical damage has been noticed. External failure B5 detected in memory at reception. Self test is pass. Unit works within specifications. No fault found. Your Options: a) Unit will be tested and inspected,R2,1,,81205,UNK,Boeing,UNK,UNK,UNK,,,,1,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,KAL,Meggitt SA,350322297,10/17/17,S3960,241-322-008-022,AD70958,M,NA,NA,NA,NA,NA,NA,* For test and repair per CMM or CIR or Manufacturing Specifications * Removal reason: RH engine vib indication blank * A/C type: 777_AC    A/C reg: HL8218 * TSI: 173            CSI: 36            TT: 42428 TC:5119 * SB requirements (Revision/FOC/Attrition Base): * [SB] 322-77-002 (01/N/N) * [SB] 322-77-003 (00/N/N) * [SB] 322-77-004 (00/N/N) * * EASA + FAA,"Service Rep EVM322 Seal ok, no major damage was notified at reception. Unit works within specification. Due to fault in memory 88, Arinc module must be replace IAW SB 322-77- 004 rev 0 Sep 30/10, new modrec 3 added. Oscillator on VPM module must be replaced preventively.",R2,1,,81205,777,Boeing,300ER,HL8218,37649,I,173,36,,
R2009.1,1,2,N,95411,1/1/17,1/5/18,BCS,Meggitt SA,350322427,10/18/17,95411,6672M452,AK61,U,FT,NA,CR,CM,NA,HW,* For repair * Removal reason: L eng vibration in Amber Range on T/O. L slight thrust   reduction and it was ok * A/C reg: D-ALEH    A/C type: 757    A/C model: 200SF * * EASA + FAA,"INSPECTED, EVALUATED AND CLEANED IAW CMM 77-30-72 REV TR1 DATE: 14 JAN 2016 AND REV 3 DATE: 06 SEP 2005 CONFIRMED CUSTOMER COMPLAINT. UNIT FAILED RAW VELOCITY READINGS ON ACCELS #2 DUE TO DEFECTIVE CHARGE AMPS U9 PN: 35820M2 UNIT REQUIRES REPAIR",R3,0,IRTR,81205,757,Boeing,200SF,D-ALEH,23492,,,,3,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,ZZZZZ,Meggitt SA,350327472,11/27/17,S3960,CA151M1-01,2422,S,NT,NA,NA,NA,NA,NA,* For test - Unit received with mounting bracket. * TSN: 23317    TC:8430    A/C Type: B747-400    A/C: B2471 * EASA + FAA,"No malfunctioning noted during incoming inspection. All measurements values within specification limits, no fault found. Accelerometer to be cleaned. New test report to be issued.",R2,1,,81205,747,BOEING,400PC,B-2471,29071,N,23317,8430,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,ZZZZZ,Meggitt SA,350326786,11/20/17,S3960,CA151M1-01,2231,S,NT,NA,NA,NA,NA,NA,* For repair - and test IAW CMM last revision. * A/C: EAN-615    TSN: 80184:19    CSN: 14.193    PMA: No Quote: Yes * PO amount: No    PBH: No    PFR: No * EASA +  FAA,"No malfunctioning noted during incoming inspection. All measurements values within specification limits, no fault found. Accelerometer to be cleaned. New test report to be issued.",R2,1,,81205,UNK,BOEING,,UNK,UNK,N,80184,14193,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,EXS,Meggitt SA,350326045,11/13/17,95411,6670M2320,AB21,U,NT,NA,NA,NA,NA,NA,* for test / repair as necessary - Defect: RH Engine vibration not   indicating * A/C reg: G-LSAB - TSN/CSN: 14092/4363 * EASA / FAA,No physical damage has been noticed. Self test is pass. Unit works within specifications. No fault found.,R2,1,,81205,757,BOEING,200,G-LSAB,24136,N,14092,4363,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,TRA,Meggitt SA,350326152,11/14/17,95411,241-298-002-011,AJ15734,U,FT,NI,CR,NA,NA,HW,* for repair - Defect: vibration during systems. Engine 2 vib went blank   after start up * A/C reg: F-GZHI - TSN/CSN: 14511/6275 * EASA / FAA / TCCA,"Service Rep EVM298  Seal ok. No major physical damages noticed. Algo 3 in memory at reception. No failures in memory at reception. Self test is PASS. Power display failures noticed during tests due to defective Power Supply module. Power Supply module must be replaced by a new one. SB 298-77-008 Rev.1 Jan 08/15 checked, already applied at reception. SB 298-77-011 Rev.1 Jan 08/15 must be applied.",R2,1,,81205,737,BOEING,800,F-GZHI,36120,N,14511,6275,2,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,SAS,Meggitt SA,350321743,10/12/17,S3960,241-258-032-109,0200,U,NT,NA,NC,NA,NB,NA,"* For test * Quote for test/re-cert - If fails test, quote for repair * A/C reg: LN-RPU    A/C Type: B737-700    Tariff: 8531804010 * * EASA + FAA + TCCA + CAAC",Service Rep EVM-GENERIC  Seal ok. No major physical damages noticed. No memory failures noticed. Self Test is pass. Internal visual inspection performed. Unit works within specifications. No faults found.,R2,1,,81205,737,Boeing,600,LN-RPU,28312,,,,2,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,ACA,Meggitt SA,350324777,11/2/17,S3960,241-251-000-121,EB241,U,NT,NA,NC,NA,NA,NA,"* For test and repair as per latest CMM revision, applicable Air Canada   instructions (PBH) and applicable task limits * Removal reason: On routine check found MTC message eng vib bite. unable   to rest * A/C tail: 631    Pos.: Only    TSN: 50396.4    CSN: 1626 DSN: 896 * A/C type: B767 * * EASA + FAA + CAAC",Seal(s) ok and no major physical damage has been noticed. No failure found in memory. Self test is pass. Unit works within specifications. No fault found.,R2,1,,81205,767,Boeing,,UNK,UNK,N,50396,1626,2,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,ZZZZZ,Meggitt SA,350329181,12/11/17,S3960,241-322-008-022,AE83509,U,NT,NA,NA,NA,NA,NA,* For inspection - MTSI request. * C/W Polisy Sheet G-77-31-101 Dated 26Aug2016 * TSN: 25010:12    CSN: 3766    PMA: No    Quote: Yes * PO amount: 4.694.00 $    PBH: No    PFR: No * EASA + FAA,"Service Rep EVM322 Seal ok, no major damage was notified at reception. Fault in memory checked. Unit works within specification. No fault found. Policy sheet G-77-31-101 Dated 26Aug2016.",R2,1,,81205,UNK,BOEING,,UNK,UNK,N,25010,3766,,
